,Continent,Country,Year,Population,LifeExp,gdpPercap
865,Asia,Lebanon,1957,1647412.0,59.489,6089.786934000001
866,Asia,Lebanon,1962,1886848.0,62.093999999999994,5714.560611
867,Asia,Lebanon,1967,2186894.0,63.87,6006.983042
868,Asia,Lebanon,1972,2680018.0,65.421,7486.384341
869,Asia,Lebanon,1977,3115787.0,66.09899999999999,8659.696836
870,Asia,Lebanon,1982,3086876.0,66.983,7640.519520999999
871,Asia,Lebanon,1987,3089353.0,67.926,5377.091329
872,Asia,Lebanon,1992,3219994.0,69.292,6890.806854
873,Asia,Lebanon,1997,3430388.0,70.265,8754.96385
874,Asia,Lebanon,2002,3677780.0,71.028,9313.93883
875,Asia,Lebanon,2007,3921278.0,71.993,10461.05868
876,Africa,Lesotho,1952,748747.0,42.138000000000005,298.8462121
877,Africa,Lesotho,1957,813338.0,45.047,335.99711510000003
878,Africa,Lesotho,1962,893143.0,47.747,411.80062660000004
879,Africa,Lesotho,1967,996380.0,48.492,498.63902649999994
880,Africa,Lesotho,1972,1116779.0,49.766999999999996,496.58159220000005
881,Africa,Lesotho,1977,1251524.0,52.208,745.3695408
882,Africa,Lesotho,1982,1411807.0,55.078,797.2631074
883,Africa,Lesotho,1987,1599200.0,57.18,773.9932140999999
884,Africa,Lesotho,1992,1803195.0,59.685,977.4862724999999
885,Africa,Lesotho,1997,1982823.0,55.558,1186.147994
886,Africa,Lesotho,2002,2046772.0,44.593,1275.184575
887,Africa,Lesotho,2007,2012649.0,42.592,1569.331442
888,Africa,Liberia,1952,863308.0,38.48,575.5729961000001
889,Africa,Liberia,1957,975950.0,39.486,620.9699901
890,Africa,Liberia,1962,1112796.0,40.501999999999995,634.1951625
891,Africa,Liberia,1967,1279406.0,41.536,713.6036482999999
892,Africa,Liberia,1972,1482628.0,42.614,803.0054535
893,Africa,Liberia,1977,1703617.0,43.763999999999996,640.3224382999999
894,Africa,Liberia,1982,1956875.0,44.852,572.1995694
895,Africa,Liberia,1987,2269414.0,46.027,506.1138573
896,Africa,Liberia,1992,1912974.0,40.802,636.6229191000001
897,Africa,Liberia,1997,2200725.0,42.221000000000004,609.1739508
898,Africa,Liberia,2002,2814651.0,43.753,531.4823679
899,Africa,Liberia,2007,3193942.0,45.678000000000004,414.5073415
900,Africa,Libya,1952,1019729.0,42.723,2387.54806
901,Africa,Libya,1957,1201578.0,45.288999999999994,3448.284395
902,Africa,Libya,1962,1441863.0,47.808,6757.0308159999995
903,Africa,Libya,1967,1759224.0,50.227,18772.75169
904,Africa,Libya,1972,2183877.0,52.773,21011.497209999998
905,Africa,Libya,1977,2721783.0,57.442,21951.21176
906,Africa,Libya,1982,3344074.0,62.155,17364.275380000003
907,Africa,Libya,1987,3799845.0,66.234,11770.5898
908,Africa,Libya,1992,4364501.0,68.755,9640.138501000001
909,Africa,Libya,1997,4759670.0,71.555,9467.446056
910,Africa,Libya,2002,5368585.0,72.737,9534.677467
911,Africa,Libya,2007,6036914.0,73.952,12057.49928
912,Africa,Madagascar,1952,4762912.0,36.681,1443.011715
913,Africa,Madagascar,1957,5181679.0,38.865,1589.20275
914,Africa,Madagascar,1962,5703324.0,40.848,1643.38711
915,Africa,Madagascar,1967,6334556.0,42.881,1634.047282
916,Africa,Madagascar,1972,7082430.0,44.851000000000006,1748.562982
917,Africa,Madagascar,1977,8007166.0,46.881,1544.228586
918,Africa,Madagascar,1982,9171477.0,48.968999999999994,1302.878658
919,Africa,Madagascar,1987,10568642.0,49.35,1155.4419480000001
920,Africa,Madagascar,1992,12210395.0,52.214,1040.6761900000001
921,Africa,Madagascar,1997,14165114.0,54.978,986.2958956
922,Africa,Madagascar,2002,16473477.0,57.286,894.6370822
923,Africa,Madagascar,2007,19167654.0,59.443000000000005,1044.770126
924,Africa,Malawi,1952,2917802.0,36.256,369.1650802
925,Africa,Malawi,1957,3221238.0,37.207,416.36980639999996
926,Africa,Malawi,1962,3628608.0,38.41,427.90108560000004
927,Africa,Malawi,1967,4147252.0,39.486999999999995,495.5147806
928,Africa,Malawi,1972,4730997.0,41.766000000000005,584.6219709
929,Africa,Malawi,1977,5637246.0,43.766999999999996,663.2236766
930,Africa,Malawi,1982,6502825.0,45.641999999999996,632.8039209
931,Africa,Malawi,1987,7824747.0,47.457,635.5173633999999
932,Africa,Malawi,1992,10014249.0,49.42,563.2000145
933,Africa,Malawi,1997,10419991.0,47.495,692.2758102999999
934,Africa,Malawi,2002,11824495.0,45.00899999999999,665.4231186000001
935,Africa,Malawi,2007,13327079.0,48.303000000000004,759.3499101
936,Asia,Malaysia,1952,6748378.0,48.463,1831.132894
937,Asia,Malaysia,1957,7739235.0,52.102,1810.0669920000003
938,Asia,Malaysia,1962,8906385.0,55.736999999999995,2036.8849440000001
939,Asia,Malaysia,1967,10154878.0,59.371,2277.742396
940,Asia,Malaysia,1972,11441462.0,63.01,2849.09478
941,Asia,Malaysia,1977,12845381.0,65.256,3827.9215710000003
942,Asia,Malaysia,1982,14441916.0,68.0,4920.355951
943,Asia,Malaysia,1987,16331785.0,69.5,5249.802653
944,Asia,Malaysia,1992,18319502.0,70.693,7277.912802
945,Asia,Malaysia,1997,20476091.0,71.938,10132.90964
946,Asia,Malaysia,2002,22662365.0,73.044,10206.97794
947,Asia,Malaysia,2007,24821286.0,74.241,12451.6558
948,Africa,Mali,1952,3838168.0,33.685,452.3369807
949,Africa,Mali,1957,4241884.0,35.306999999999995,490.3821867
950,Africa,Mali,1962,4690372.0,36.936,496.17434280000003
951,Africa,Mali,1967,5212416.0,38.486999999999995,545.0098873
952,Africa,Mali,1972,5828158.0,39.977,581.3688761
953,Africa,Mali,1977,6491649.0,41.714,686.3952693
954,Africa,Mali,1982,6998256.0,43.916000000000004,618.0140640999999
955,Africa,Mali,1987,7634008.0,46.364,684.1715576
956,Africa,Mali,1992,8416215.0,48.388000000000005,739.014375
957,Africa,Mali,1997,9384984.0,49.903,790.2579846
958,Africa,Mali,2002,10580176.0,51.818000000000005,951.4097517999999
959,Africa,Mali,2007,12031795.0,54.467,1042.581557
960,Africa,Mauritania,1952,1022556.0,40.543,743.1159097
961,Africa,Mauritania,1957,1076852.0,42.338,846.1202613
962,Africa,Mauritania,1962,1146757.0,44.248000000000005,1055.8960359999999
963,Africa,Mauritania,1967,1230542.0,46.288999999999994,1421.145193
964,Africa,Mauritania,1972,1332786.0,48.437,1586.851781
965,Africa,Mauritania,1977,1456688.0,50.852,1497.492223
966,Africa,Mauritania,1982,1622136.0,53.599,1481.150189
967,Africa,Mauritania,1987,1841240.0,56.145,1421.603576
968,Africa,Mauritania,1992,2119465.0,58.333,1361.369784
969,Africa,Mauritania,1997,2444741.0,60.43,1483.1361359999999
970,Africa,Mauritania,2002,2828858.0,62.247,1579.0195429999999
971,Africa,Mauritania,2007,3270065.0,64.164,1803.1514960000002
972,Africa,Mauritius,1952,516556.0,50.986000000000004,1967.955707
973,Africa,Mauritius,1957,609816.0,58.089,2034.037981
974,Africa,Mauritius,1962,701016.0,60.246,2529.0674870000003
975,Africa,Mauritius,1967,789309.0,61.556999999999995,2475.387562
976,Africa,Mauritius,1972,851334.0,62.943999999999996,2575.4841579999998
977,Africa,Mauritius,1977,913025.0,64.93,3710.9829630000004
978,Africa,Mauritius,1982,992040.0,66.711,3688.037739
979,Africa,Mauritius,1987,1042663.0,68.74,4783.586903
980,Africa,Mauritius,1992,1096202.0,69.745,6058.2538460000005
981,Africa,Mauritius,1997,1149818.0,70.736,7425.705295000001
982,Africa,Mauritius,2002,1200206.0,71.954,9021.815894
983,Africa,Mauritius,2007,1250882.0,72.801,10956.99112
984,Americas,Mexico,1952,30144317.0,50.788999999999994,3478.125529
985,Americas,Mexico,1957,35015548.0,55.19,4131.546641
986,Americas,Mexico,1962,41121485.0,58.299,4581.609385
987,Americas,Mexico,1967,47995559.0,60.11,5754.733883
988,Americas,Mexico,1972,55984294.0,62.361000000000004,6809.406690000001
989,Americas,Mexico,1977,63759976.0,65.032,7674.929108
990,Americas,Mexico,1982,71640904.0,67.405,9611.147541
991,Americas,Mexico,1987,80122492.0,69.498,8688.156003
992,Americas,Mexico,1992,88111030.0,71.455,9472.384295
993,Americas,Mexico,1997,95895146.0,73.67,9767.29753
994,Americas,Mexico,2002,102479927.0,74.902,10742.44053
995,Americas,Mexico,2007,108700891.0,76.195,11977.57496
996,Asia,Mongolia,1952,800663.0,42.244,786.5668575
997,Asia,Mongolia,1957,882134.0,45.248000000000005,912.6626085
998,Asia,Mongolia,1962,1010280.0,48.251000000000005,1056.353958
999,Asia,Mongolia,1967,1149500.0,51.253,1226.04113
1000,Asia,Mongolia,1972,1320500.0,53.754,1421.741975
1001,Asia,Mongolia,1977,1528000.0,55.49100000000001,1647.511665
1002,Asia,Mongolia,1982,1756032.0,57.489,2000.603139
1003,Asia,Mongolia,1987,2015133.0,60.222,2338.008304
1004,Asia,Mongolia,1992,2312802.0,61.271,1785.402016
1005,Asia,Mongolia,1997,2494803.0,63.625,1902.2521
1006,Asia,Mongolia,2002,2674234.0,65.033,2140.7393230000002
1007,Asia,Mongolia,2007,2874127.0,66.803,3095.7722710000003
1008,Europe,Montenegro,1952,413834.0,59.163999999999994,2647.585601
1009,Europe,Montenegro,1957,442829.0,61.448,3682.259903
1010,Europe,Montenegro,1962,474528.0,63.728,4649.593785
1011,Europe,Montenegro,1967,501035.0,67.178,5907.850937
1012,Europe,Montenegro,1972,527678.0,70.63600000000001,7778.414017
1013,Europe,Montenegro,1977,560073.0,73.066,9595.929904999999
1014,Europe,Montenegro,1982,562548.0,74.101,11222.58762
1015,Europe,Montenegro,1987,569473.0,74.865,11732.51017
1016,Europe,Montenegro,1992,621621.0,75.435,7003.339037000001
1017,Europe,Montenegro,1997,692651.0,75.445,6465.613349
1018,Europe,Montenegro,2002,720230.0,73.98100000000001,6557.194282
1019,Europe,Montenegro,2007,684736.0,74.543,9253.896111
1020,Africa,Morocco,1952,9939217.0,42.873000000000005,1688.20357
1021,Africa,Morocco,1957,11406350.0,45.423,1642.002314
1022,Africa,Morocco,1962,13056604.0,47.924,1566.353493
1023,Africa,Morocco,1967,14770296.0,50.335,1711.04477
1024,Africa,Morocco,1972,16660670.0,52.861999999999995,1930.194975
1025,Africa,Morocco,1977,18396941.0,55.73,2370.619976
1026,Africa,Morocco,1982,20198730.0,59.65,2702.620356
1027,Africa,Morocco,1987,22987397.0,62.677,2755.046991
1028,Africa,Morocco,1992,25798239.0,65.393,2948.047252
1029,Africa,Morocco,1997,28529501.0,67.66,2982.101858
1030,Africa,Morocco,2002,31167783.0,69.615,3258.495584
1031,Africa,Morocco,2007,33757175.0,71.164,3820.17523
1032,Africa,Mozambique,1952,6446316.0,31.285999999999998,468.5260381
1033,Africa,Mozambique,1957,7038035.0,33.779,495.5868333000001
1034,Africa,Mozambique,1962,7788944.0,36.161,556.6863539
1035,Africa,Mozambique,1967,8680909.0,38.113,566.6691539
1036,Africa,Mozambique,1972,9809596.0,40.328,724.9178037
1037,Africa,Mozambique,1977,11127868.0,42.495,502.31973339999996
1038,Africa,Mozambique,1982,12587223.0,42.795,462.2114149
1039,Africa,Mozambique,1987,12891952.0,42.861000000000004,389.87618460000004
1040,Africa,Mozambique,1992,13160731.0,44.284,410.89682389999996
1041,Africa,Mozambique,1997,16603334.0,46.343999999999994,472.34607710000006
1042,Africa,Mozambique,2002,18473780.0,44.026,633.6179466
1043,Africa,Mozambique,2007,19951656.0,42.082,823.6856205
1044,Asia,Myanmar,1952,20092996.0,36.319,331.0
1045,Asia,Myanmar,1957,21731844.0,41.905,350.0
1046,Asia,Myanmar,1962,23634436.0,45.108000000000004,388.0
1047,Asia,Myanmar,1967,25870271.0,49.379,349.0
1048,Asia,Myanmar,1972,28466390.0,53.07,357.0
1049,Asia,Myanmar,1977,31528087.0,56.059,371.0
1050,Asia,Myanmar,1982,34680442.0,58.056000000000004,424.0
1051,Asia,Myanmar,1987,38028578.0,58.339,385.0
1052,Asia,Myanmar,1992,40546538.0,59.32,347.0
1053,Asia,Myanmar,1997,43247867.0,60.328,415.0
1054,Asia,Myanmar,2002,45598081.0,59.908,611.0
1055,Asia,Myanmar,2007,47761980.0,62.068999999999996,944.0
1056,Africa,Namibia,1952,485831.0,41.725,2423.780443
1057,Africa,Namibia,1957,548080.0,45.226000000000006,2621.448058
1058,Africa,Namibia,1962,621392.0,48.386,3173.215595
1059,Africa,Namibia,1967,706640.0,51.159,3793.694753
1060,Africa,Namibia,1972,821782.0,53.867,3746.080948
1061,Africa,Namibia,1977,977026.0,56.437,3876.4859579999998
1062,Africa,Namibia,1982,1099010.0,58.968,4191.100511
1063,Africa,Namibia,1987,1278184.0,60.835,3693.7313369999997
1064,Africa,Namibia,1992,1554253.0,61.998999999999995,3804.537999
1065,Africa,Namibia,1997,1774766.0,58.909,3899.52426
1066,Africa,Namibia,2002,1972153.0,51.479,4072.3247509999997
1067,Africa,Namibia,2007,2055080.0,52.906000000000006,4811.060429
1068,Asia,Nepal,1952,9182536.0,36.157,545.8657228999999
1069,Asia,Nepal,1957,9682338.0,37.686,597.9363557999999
1070,Asia,Nepal,1962,10332057.0,39.393,652.3968593
1071,Asia,Nepal,1967,11261690.0,41.472,676.4422254
1072,Asia,Nepal,1972,12412593.0,43.971000000000004,674.7881296
1073,Asia,Nepal,1977,13933198.0,46.748000000000005,694.1124398
1074,Asia,Nepal,1982,15796314.0,49.593999999999994,718.3730947
1075,Asia,Nepal,1987,17917180.0,52.537,775.6324501
1076,Asia,Nepal,1992,20326209.0,55.727,897.7403604
1077,Asia,Nepal,1997,23001113.0,59.426,1010.892138
1078,Asia,Nepal,2002,25873917.0,61.34,1057.206311
1079,Asia,Nepal,2007,28901790.0,63.785,1091.359778
1080,Europe,Netherlands,1952,10381988.0,72.13,8941.571858
1081,Europe,Netherlands,1957,11026383.0,72.99,11276.193440000001
1082,Europe,Netherlands,1962,11805689.0,73.23,12790.849559999999
1083,Europe,Netherlands,1967,12596822.0,73.82,15363.25136
1084,Europe,Netherlands,1972,13329874.0,73.75,18794.74567
1085,Europe,Netherlands,1977,13852989.0,75.24,21209.0592
1086,Europe,Netherlands,1982,14310401.0,76.05,21399.46046
1087,Europe,Netherlands,1987,14665278.0,76.83,23651.32361
1088,Europe,Netherlands,1992,15174244.0,77.42,26790.94961
1089,Europe,Netherlands,1997,15604464.0,78.03,30246.13063
1090,Europe,Netherlands,2002,16122830.0,78.53,33724.75778
1091,Europe,Netherlands,2007,16570613.0,79.762,36797.93332
1092,Oceania,New Zealand,1952,1994794.0,69.39,10556.575659999999
1093,Oceania,New Zealand,1957,2229407.0,70.26,12247.39532
1094,Oceania,New Zealand,1962,2488550.0,71.24,13175.678
1095,Oceania,New Zealand,1967,2728150.0,71.52,14463.918930000002
1096,Oceania,New Zealand,1972,2929100.0,71.89,16046.03728
1097,Oceania,New Zealand,1977,3164900.0,72.22,16233.7177
1098,Oceania,New Zealand,1982,3210650.0,73.84,17632.4104
1099,Oceania,New Zealand,1987,3317166.0,74.32,19007.19129
1100,Oceania,New Zealand,1992,3437674.0,76.33,18363.324940000002
1101,Oceania,New Zealand,1997,3676187.0,77.55,21050.41377
1102,Oceania,New Zealand,2002,3908037.0,79.11,23189.80135
1103,Oceania,New Zealand,2007,4115771.0,80.204,25185.00911
1104,Americas,Nicaragua,1952,1165790.0,42.31399999999999,3112.363948
1105,Americas,Nicaragua,1957,1358828.0,45.431999999999995,3457.415947
1106,Americas,Nicaragua,1962,1590597.0,48.632,3634.364406
1107,Americas,Nicaragua,1967,1865490.0,51.88399999999999,4643.393534000001
1108,Americas,Nicaragua,1972,2182908.0,55.151,4688.593267
1109,Americas,Nicaragua,1977,2554598.0,57.47,5486.371089
1110,Americas,Nicaragua,1982,2979423.0,59.298,3470.3381560000003
1111,Americas,Nicaragua,1987,3344353.0,62.008,2955.984375
1112,Americas,Nicaragua,1992,4017939.0,65.843,2170.151724
1113,Americas,Nicaragua,1997,4609572.0,68.426,2253.023004
1114,Americas,Nicaragua,2002,5146848.0,70.836,2474.548819
1115,Americas,Nicaragua,2007,5675356.0,72.899,2749.320965
1116,Africa,Niger,1952,3379468.0,37.444,761.879376
1117,Africa,Niger,1957,3692184.0,38.598,835.5234025000001
1118,Africa,Niger,1962,4076008.0,39.486999999999995,997.7661127
1119,Africa,Niger,1967,4534062.0,40.118,1054.384891
1120,Africa,Niger,1972,5060262.0,40.546,954.2092363
1121,Africa,Niger,1977,5682086.0,41.291000000000004,808.8970727999999
1122,Africa,Niger,1982,6437188.0,42.598,909.7221354000001
1123,Africa,Niger,1987,7332638.0,44.555,668.3000228
1124,Africa,Niger,1992,8392818.0,47.391000000000005,581.182725
1125,Africa,Niger,1997,9666252.0,51.313,580.3052092
1126,Africa,Niger,2002,11140655.0,54.496,601.0745012
1127,Africa,Niger,2007,12894865.0,56.867,619.6768923999999
1128,Africa,Nigeria,1952,33119096.0,36.324,1077.281856
1129,Africa,Nigeria,1957,37173340.0,37.802,1100.5925630000002
1130,Africa,Nigeria,1962,41871351.0,39.36,1150.9274779999998
1131,Africa,Nigeria,1967,47287752.0,41.04,1014.5141039999999
1132,Africa,Nigeria,1972,53740085.0,42.821000000000005,1698.3888379999999
1133,Africa,Nigeria,1977,62209173.0,44.513999999999996,1981.9518059999998
1134,Africa,Nigeria,1982,73039376.0,45.826,1576.97375
1135,Africa,Nigeria,1987,81551520.0,46.886,1385.029563
1136,Africa,Nigeria,1992,93364244.0,47.472,1619.848217
1137,Africa,Nigeria,1997,106207839.0,47.464,1624.941275
1138,Africa,Nigeria,2002,119901274.0,46.608000000000004,1615.2863949999999
1139,Africa,Nigeria,2007,135031164.0,46.858999999999995,2013.9773050000001
1140,Europe,Norway,1952,3327728.0,72.67,10095.42172
1141,Europe,Norway,1957,3491938.0,73.44,11653.97304
1142,Europe,Norway,1962,3638919.0,73.47,13450.40151
1143,Europe,Norway,1967,3786019.0,74.08,16361.87647
1144,Europe,Norway,1972,3933004.0,74.34,18965.05551
1145,Europe,Norway,1977,4043205.0,75.37,23311.34939
1146,Europe,Norway,1982,4114787.0,75.97,26298.635309999998
1147,Europe,Norway,1987,4186147.0,75.89,31540.9748
1148,Europe,Norway,1992,4286357.0,77.32,33965.66115
1149,Europe,Norway,1997,4405672.0,78.32,41283.16433
1150,Europe,Norway,2002,4535591.0,79.05,44683.97525
1151,Europe,Norway,2007,4627926.0,80.196,49357.19017
1152,Asia,Oman,1952,507833.0,37.578,1828.230307
1153,Asia,Oman,1957,561977.0,40.08,2242.746551
1154,Asia,Oman,1962,628164.0,43.165,2924.638113
1155,Asia,Oman,1967,714775.0,46.988,4720.942687
1156,Asia,Oman,1972,829050.0,52.143,10618.03855
1157,Asia,Oman,1977,1004533.0,57.367,11848.343920000001
1158,Asia,Oman,1982,1301048.0,62.728,12954.791009999999
1159,Asia,Oman,1987,1593882.0,67.734,18115.223130000002
1160,Asia,Oman,1992,1915208.0,71.197,18616.70691
1161,Asia,Oman,1997,2283635.0,72.499,19702.055809999998
1162,Asia,Oman,2002,2713462.0,74.193,19774.83687
1163,Asia,Oman,2007,3204897.0,75.64,22316.19287
1164,Asia,Pakistan,1952,41346560.0,43.43600000000001,684.5971437999999
1165,Asia,Pakistan,1957,46679944.0,45.556999999999995,747.0835292
1166,Asia,Pakistan,1962,53100671.0,47.67,803.3427418
1167,Asia,Pakistan,1967,60641899.0,49.8,942.4082588
1168,Asia,Pakistan,1972,69325921.0,51.928999999999995,1049.938981
1169,Asia,Pakistan,1977,78152686.0,54.043,1175.921193
1170,Asia,Pakistan,1982,91462088.0,56.158,1443.429832
1171,Asia,Pakistan,1987,105186881.0,58.245,1704.686583
1172,Asia,Pakistan,1992,120065004.0,60.838,1971.8294640000001
1173,Asia,Pakistan,1997,135564834.0,61.818000000000005,2049.3505210000003
1174,Asia,Pakistan,2002,153403524.0,63.61,2092.712441
1175,Asia,Pakistan,2007,169270617.0,65.483,2605.94758
1176,Americas,Panama,1952,940080.0,55.191,2480.380334
1177,Americas,Panama,1957,1063506.0,59.201,2961.800905
1178,Americas,Panama,1962,1215725.0,61.817,3536.540301
1179,Americas,Panama,1967,1405486.0,64.071,4421.009084
1180,Americas,Panama,1972,1616384.0,66.21600000000001,5364.2496630000005
1181,Americas,Panama,1977,1839782.0,68.681,5351.912144
1182,Americas,Panama,1982,2036305.0,70.472,7009.601598
1183,Americas,Panama,1987,2253639.0,71.523,7034.779161
1184,Americas,Panama,1992,2484997.0,72.462,6618.74305
1185,Americas,Panama,1997,2734531.0,73.738,7113.692252
1186,Americas,Panama,2002,2990875.0,74.712,7356.031934000001
1187,Americas,Panama,2007,3242173.0,75.53699999999999,9809.185636
1188,Americas,Paraguay,1952,1555876.0,62.648999999999994,1952.3087010000002
1189,Americas,Paraguay,1957,1770902.0,63.196000000000005,2046.1547059999998
1190,Americas,Paraguay,1962,2009813.0,64.361,2148.027146
1191,Americas,Paraguay,1967,2287985.0,64.95100000000001,2299.376311
1192,Americas,Paraguay,1972,2614104.0,65.815,2523.337977
1193,Americas,Paraguay,1977,2984494.0,66.35300000000001,3248.373311
1194,Americas,Paraguay,1982,3366439.0,66.874,4258.5036039999995
1195,Americas,Paraguay,1987,3886512.0,67.378,3998.875695
1196,Americas,Paraguay,1992,4483945.0,68.225,4196.411078
1197,Americas,Paraguay,1997,5154123.0,69.4,4247.400261
1198,Americas,Paraguay,2002,5884491.0,70.755,3783.674243
1199,Americas,Paraguay,2007,6667147.0,71.752,4172.838464
1200,Americas,Peru,1952,8025700.0,43.902,3758.523437
1201,Americas,Peru,1957,9146100.0,46.263000000000005,4245.256697999999
1202,Americas,Peru,1962,10516500.0,49.096000000000004,4957.037982
1203,Americas,Peru,1967,12132200.0,51.445,5788.09333
1204,Americas,Peru,1972,13954700.0,55.448,5937.827283
1205,Americas,Peru,1977,15990099.0,58.446999999999996,6281.290854999999
1206,Americas,Peru,1982,18125129.0,61.406000000000006,6434.501797
1207,Americas,Peru,1987,20195924.0,64.134,6360.9434439999995
1208,Americas,Peru,1992,22430449.0,66.458,4446.380924
1209,Americas,Peru,1997,24748122.0,68.38600000000001,5838.347657
1210,Americas,Peru,2002,26769436.0,69.906,5909.020073
1211,Americas,Peru,2007,28674757.0,71.421,7408.905561
1212,Asia,Philippines,1952,22438691.0,47.751999999999995,1272.880995
1213,Asia,Philippines,1957,26072194.0,51.333999999999996,1547.9448439999999
1214,Asia,Philippines,1962,30325264.0,54.757,1649.5521529999999
1215,Asia,Philippines,1967,35356600.0,56.393,1814.12743
1216,Asia,Philippines,1972,40850141.0,58.065,1989.3740699999998
1217,Asia,Philippines,1977,46850962.0,60.06,2373.204287
1218,Asia,Philippines,1982,53456774.0,62.082,2603.273765
1219,Asia,Philippines,1987,60017788.0,64.15100000000001,2189.634995
1220,Asia,Philippines,1992,67185766.0,66.458,2279.3240170000004
1221,Asia,Philippines,1997,75012988.0,68.564,2536.534925
1222,Asia,Philippines,2002,82995088.0,70.303,2650.921068
1223,Asia,Philippines,2007,91077287.0,71.688,3190.481016
1224,Europe,Poland,1952,25730551.0,61.31,4029.3296990000003
1225,Europe,Poland,1957,28235346.0,65.77,4734.253019
1226,Europe,Poland,1962,30329617.0,67.64,5338.752143
1227,Europe,Poland,1967,31785378.0,69.61,6557.152776
1228,Europe,Poland,1972,33039545.0,70.85,8006.506993000001
1229,Europe,Poland,1977,34621254.0,70.67,9508.141454
1230,Europe,Poland,1982,36227381.0,71.32,8451.531004
1231,Europe,Poland,1987,37740710.0,70.98,9082.351172
1232,Europe,Poland,1992,38370697.0,70.99,7738.881247
1233,Europe,Poland,1997,38654957.0,72.75,10159.58368
1234,Europe,Poland,2002,38625976.0,74.67,12002.23908
1235,Europe,Poland,2007,38518241.0,75.563,15389.924680000002
1236,Europe,Portugal,1952,8526050.0,59.82,3068.319867
1237,Europe,Portugal,1957,8817650.0,61.51,3774.571743
1238,Europe,Portugal,1962,9019800.0,64.39,4727.954889
1239,Europe,Portugal,1967,9103000.0,66.6,6361.517993
1240,Europe,Portugal,1972,8970450.0,69.26,9022.247417
1241,Europe,Portugal,1977,9662600.0,70.41,10172.48572
1242,Europe,Portugal,1982,9859650.0,72.77,11753.84291
1243,Europe,Portugal,1987,9915289.0,74.06,13039.30876
1244,Europe,Portugal,1992,9927680.0,74.86,16207.266630000002
1245,Europe,Portugal,1997,10156415.0,75.97,17641.03156
1246,Europe,Portugal,2002,10433867.0,77.29,19970.90787
1247,Europe,Portugal,2007,10642836.0,78.098,20509.64777
1248,Americas,Puerto Rico,1952,2227000.0,64.28,3081.959785
1249,Americas,Puerto Rico,1957,2260000.0,68.54,3907.1561890000003
1250,Americas,Puerto Rico,1962,2448046.0,69.62,5108.34463
1251,Americas,Puerto Rico,1967,2648961.0,71.1,6929.277714
1252,Americas,Puerto Rico,1972,2847132.0,72.16,9123.041742
1253,Americas,Puerto Rico,1977,3080828.0,73.44,9770.524921
1254,Americas,Puerto Rico,1982,3279001.0,73.75,10330.98915
1255,Americas,Puerto Rico,1987,3444468.0,74.63,12281.34191
1256,Americas,Puerto Rico,1992,3585176.0,73.911,14641.587109999999
1257,Americas,Puerto Rico,1997,3759430.0,74.917,16999.4333
1258,Americas,Puerto Rico,2002,3859606.0,77.778,18855.606180000002
1259,Americas,Puerto Rico,2007,3942491.0,78.74600000000001,19328.70901
1260,Africa,Reunion,1952,257700.0,52.724,2718.885295
1261,Africa,Reunion,1957,308700.0,55.09,2769.451844
1262,Africa,Reunion,1962,358900.0,57.666000000000004,3173.72334
1263,Africa,Reunion,1967,414024.0,60.542,4021.1757390000002
1264,Africa,Reunion,1972,461633.0,64.274,5047.658563
1265,Africa,Reunion,1977,492095.0,67.064,4319.804067
1266,Africa,Reunion,1982,517810.0,69.885,5267.219353
1267,Africa,Reunion,1987,562035.0,71.913,5303.377488
1268,Africa,Reunion,1992,622191.0,73.615,6101.2558229999995
1269,Africa,Reunion,1997,684810.0,74.77199999999999,6071.941411
1270,Africa,Reunion,2002,743981.0,75.744,6316.1652
1271,Africa,Reunion,2007,798094.0,76.442,7670.122558
1272,Europe,Romania,1952,16630000.0,61.05,3144.613186
1273,Europe,Romania,1957,17829327.0,64.1,3943.370225
1274,Europe,Romania,1962,18680721.0,66.8,4734.9975859999995
1275,Europe,Romania,1967,19284814.0,66.8,6470.866545
1276,Europe,Romania,1972,20662648.0,69.21,8011.414401999999
1277,Europe,Romania,1977,21658597.0,69.46,9356.39724
1278,Europe,Romania,1982,22356726.0,69.66,9605.314053
1279,Europe,Romania,1987,22686371.0,69.53,9696.273295
1280,Europe,Romania,1992,22797027.0,69.36,6598.409903
1281,Europe,Romania,1997,22562458.0,69.72,7346.547556999999
1282,Europe,Romania,2002,22404337.0,71.322,7885.360081
1283,Europe,Romania,2007,22276056.0,72.476,10808.47561
1284,Africa,Rwanda,1952,2534927.0,40.0,493.32387520000003
1285,Africa,Rwanda,1957,2822082.0,41.5,540.2893982999999
1286,Africa,Rwanda,1962,3051242.0,43.0,597.4730727000001
1287,Africa,Rwanda,1967,3451079.0,44.1,510.9637142
1288,Africa,Rwanda,1972,3992121.0,44.6,590.5806637999999
1289,Africa,Rwanda,1977,4657072.0,45.0,670.0806011
1290,Africa,Rwanda,1982,5507565.0,46.218,881.5706467
1291,Africa,Rwanda,1987,6349365.0,44.02,847.991217
1292,Africa,Rwanda,1992,7290203.0,23.599,737.0685949
1293,Africa,Rwanda,1997,7212583.0,36.086999999999996,589.9445051
1294,Africa,Rwanda,2002,7852401.0,43.413000000000004,785.6537647999999
1295,Africa,Rwanda,2007,8860588.0,46.242,863.0884639000001
1296,Africa,Sao Tome and Principe,1952,60011.0,46.471000000000004,879.5835855
